string_id,module_equipment_id,modules_per_string,strings_per_combiner,dc_line_to_combiner_stc,combiner_device_id,racking_controls_gcr,racking_equipment_id,racking_device_id,pcs_module_id,dc_line_to_inverter_stc,pcs_equipment_id,pcs_device_id,transformer_equipment_id,transformer_device_id,block_device_id,circuit_device_id,met_name
891,19,18.0,24.0,0.0049,1199,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
892,19,18.0,24.0,0.0049,1200,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
893,19,18.0,24.0,0.0049,1201,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
894,19,18.0,20.0,0.0049,1202,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
895,19,18.0,20.0,0.0049,1203,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
896,19,18.0,24.0,0.0049,1204,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
897,19,18.0,24.0,0.0049,1205,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
898,19,18.0,20.0,0.0049,1206,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
899,19,18.0,20.0,0.0049,1207,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
900,19,18.0,20.0,0.0049,1208,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
901,19,18.0,20.0,0.0049,1209,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
902,19,18.0,20.0,0.0049,1210,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
903,19,18.0,24.0,0.0049,1211,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
904,19,18.0,24.0,0.0049,1212,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
905,19,18.0,24.0,0.0049,1213,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
906,19,18.0,24.0,0.0049,1214,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
907,19,18.0,24.0,0.0049,1215,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
908,19,18.0,20.0,0.0049,1216,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
909,19,18.0,20.0,0.0049,1217,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
910,19,18.0,20.0,0.0049,1218,0.313,2,-999,-999,0.0084,2,148,-999,98,48,6,4.4
911,19,18.0,24.0,0.0049,1219,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
912,19,18.0,24.0,0.0049,1220,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
913,19,18.0,24.0,0.0049,1221,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
914,19,18.0,24.0,0.0049,1222,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
915,19,18.0,24.0,0.0049,1223,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
916,19,18.0,24.0,0.0049,1224,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
917,19,18.0,24.0,0.0049,1225,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
918,19,18.0,20.0,0.0049,1226,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
919,19,18.0,24.0,0.0049,1227,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
920,19,18.0,24.0,0.0049,1228,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
921,19,18.0,24.0,0.0049,1229,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
922,19,18.0,24.0,0.0049,1230,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
923,19,18.0,24.0,0.0049,1231,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
924,19,18.0,24.0,0.0049,1232,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
925,19,18.0,24.0,0.0049,1233,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
926,19,18.0,20.0,0.0049,1234,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
927,19,18.0,20.0,0.0049,1235,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
928,19,18.0,20.0,0.0049,1236,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
929,19,18.0,20.0,0.0049,1237,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
930,19,18.0,20.0,0.0049,1238,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
931,19,18.0,16.0,0.0049,1239,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
932,19,18.0,16.0,0.0049,1240,0.318,2,-999,-999,0.0084,2,149,-999,99,49,7,5.6
933,19,18.0,20.0,0.0049,1241,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
934,19,18.0,20.0,0.0049,1242,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
935,19,18.0,24.0,0.0049,1243,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
936,19,18.0,24.0,0.0049,1244,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
937,19,18.0,24.0,0.0049,1245,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
938,19,18.0,24.0,0.0049,1246,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
939,19,18.0,24.0,0.0049,1247,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
940,19,18.0,24.0,0.0049,1248,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
941,19,18.0,20.0,0.0049,1249,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
942,19,18.0,20.0,0.0049,1250,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
943,19,18.0,20.0,0.0049,1251,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
944,19,18.0,20.0,0.0049,1252,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
945,19,18.0,20.0,0.0049,1253,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
946,19,18.0,24.0,0.0049,1254,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
947,19,18.0,24.0,0.0049,1255,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
948,19,18.0,24.0,0.0049,1256,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
949,19,18.0,24.0,0.0049,1257,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
950,19,18.0,24.0,0.0049,1258,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
951,19,18.0,24.0,0.0049,1259,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
952,19,18.0,20.0,0.0049,1260,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
953,19,18.0,20.0,0.0049,1261,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
954,19,18.0,20.0,0.0049,1262,0.344,2,-999,-999,0.0084,2,150,-999,100,50,7,5.6
955,19,18.0,20.0,0.0049,1263,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
956,19,18.0,20.0,0.0049,1264,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
957,19,18.0,24.0,0.0049,1265,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
958,19,18.0,24.0,0.0049,1266,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
959,19,18.0,24.0,0.0049,1267,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
960,19,18.0,24.0,0.0049,1268,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
961,19,18.0,24.0,0.0049,1269,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
962,19,18.0,24.0,0.0049,1270,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
963,19,18.0,20.0,0.0049,1271,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
964,19,18.0,20.0,0.0049,1272,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
965,19,18.0,20.0,0.0049,1273,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
966,19,18.0,20.0,0.0049,1274,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
967,19,18.0,20.0,0.0049,1275,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
968,19,18.0,24.0,0.0049,1276,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
969,19,18.0,24.0,0.0049,1277,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
970,19,18.0,24.0,0.0049,1278,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
971,19,18.0,24.0,0.0049,1279,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
972,19,18.0,24.0,0.0049,1280,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
973,19,18.0,24.0,0.0049,1281,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
974,19,18.0,20.0,0.0049,1282,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
975,19,18.0,20.0,0.0049,1283,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
976,19,18.0,20.0,0.0049,1284,0.344,2,-999,-999,0.0084,2,151,-999,101,51,7,5.6
977,19,18.0,20.0,0.0049,1285,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
978,19,18.0,20.0,0.0049,1286,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
979,19,18.0,24.0,0.0049,1287,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
980,19,18.0,24.0,0.0049,1288,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
981,19,18.0,24.0,0.0049,1289,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
982,19,18.0,24.0,0.0049,1290,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
983,19,18.0,24.0,0.0049,1291,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
984,19,18.0,24.0,0.0049,1292,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
985,19,18.0,20.0,0.0049,1293,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
986,19,18.0,20.0,0.0049,1294,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
987,19,18.0,20.0,0.0049,1295,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
988,19,18.0,20.0,0.0049,1296,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
989,19,18.0,20.0,0.0049,1297,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
990,19,18.0,24.0,0.0049,1298,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
991,19,18.0,24.0,0.0049,1299,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
992,19,18.0,24.0,0.0049,1300,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
993,19,18.0,24.0,0.0049,1301,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
994,19,18.0,24.0,0.0049,1302,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
995,19,18.0,24.0,0.0049,1303,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
996,19,18.0,20.0,0.0049,1304,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
997,19,18.0,20.0,0.0049,1305,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
998,19,18.0,20.0,0.0049,1306,0.344,2,-999,-999,0.0084,2,152,-999,102,52,7,5.6
999,19,18.0,20.0,0.0049,1307,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1000,19,18.0,20.0,0.0049,1308,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1001,19,18.0,24.0,0.0049,1309,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1002,19,18.0,24.0,0.0049,1310,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1003,19,18.0,24.0,0.0049,1311,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1004,19,18.0,24.0,0.0049,1312,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1005,19,18.0,24.0,0.0049,1313,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1006,19,18.0,24.0,0.0049,1314,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1007,19,18.0,20.0,0.0049,1315,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1008,19,18.0,20.0,0.0049,1316,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1009,19,18.0,20.0,0.0049,1317,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1010,19,18.0,20.0,0.0049,1318,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1011,19,18.0,20.0,0.0049,1319,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1012,19,18.0,24.0,0.0049,1320,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1013,19,18.0,24.0,0.0049,1321,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1014,19,18.0,24.0,0.0049,1322,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1015,19,18.0,24.0,0.0049,1323,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1016,19,18.0,24.0,0.0049,1324,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1017,19,18.0,24.0,0.0049,1325,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1018,19,18.0,20.0,0.0049,1326,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1019,19,18.0,20.0,0.0049,1327,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1020,19,18.0,20.0,0.0049,1328,0.344,2,-999,-999,0.0084,2,153,-999,103,53,7,5.6
1021,19,18.0,20.0,0.0049,1329,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1022,19,18.0,20.0,0.0049,1330,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1023,19,18.0,24.0,0.0049,1331,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1024,19,18.0,24.0,0.0049,1332,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1025,19,18.0,24.0,0.0049,1333,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1026,19,18.0,24.0,0.0049,1334,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1027,19,18.0,24.0,0.0049,1335,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1028,19,18.0,24.0,0.0049,1336,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1029,19,18.0,20.0,0.0049,1337,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1030,19,18.0,20.0,0.0049,1338,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1031,19,18.0,20.0,0.0049,1339,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1032,19,18.0,20.0,0.0049,1340,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1033,19,18.0,20.0,0.0049,1341,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1034,19,18.0,24.0,0.0049,1342,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1035,19,18.0,24.0,0.0049,1343,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1036,19,18.0,24.0,0.0049,1344,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1037,19,18.0,24.0,0.0049,1345,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1038,19,18.0,24.0,0.0049,1346,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1039,19,18.0,20.0,0.0049,1347,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1040,19,18.0,20.0,0.0049,1348,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1041,19,18.0,20.0,0.0049,1349,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1042,19,18.0,20.0,0.0049,1350,0.348,2,-999,-999,0.0084,2,154,-999,104,54,7,5.6
1043,19,18.0,20.0,0.0049,1351,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1044,19,18.0,24.0,0.0049,1352,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1045,19,18.0,24.0,0.0049,1353,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1046,19,18.0,24.0,0.0049,1354,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1047,19,18.0,24.0,0.0049,1355,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1048,19,18.0,24.0,0.0049,1356,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1049,19,18.0,24.0,0.0049,1357,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1050,19,18.0,20.0,0.0049,1358,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1051,19,18.0,20.0,0.0049,1359,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1052,19,18.0,20.0,0.0049,1360,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1053,19,18.0,20.0,0.0049,1361,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1054,19,18.0,20.0,0.0049,1362,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1055,19,18.0,24.0,0.0049,1363,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1056,19,18.0,24.0,0.0049,1364,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1057,19,18.0,24.0,0.0049,1365,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1058,19,18.0,24.0,0.0049,1366,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1059,19,18.0,24.0,0.0049,1367,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1060,19,18.0,24.0,0.0049,1368,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1061,19,18.0,24.0,0.0049,1369,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1062,19,18.0,20.0,0.0049,1370,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1063,19,18.0,20.0,0.0049,1371,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1064,19,18.0,20.0,0.0049,1372,0.348,2,-999,-999,0.0084,2,155,-999,105,55,7,5.6
1065,19,18.0,20.0,0.0049,1373,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1066,19,18.0,20.0,0.0049,1374,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1067,19,18.0,24.0,0.0049,1375,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1068,19,18.0,24.0,0.0049,1376,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1069,19,18.0,24.0,0.0049,1377,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1070,19,18.0,24.0,0.0049,1378,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1071,19,18.0,24.0,0.0049,1379,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1072,19,18.0,24.0,0.0049,1380,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1073,19,18.0,24.0,0.0049,1381,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1074,19,18.0,20.0,0.0049,1382,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1075,19,18.0,20.0,0.0049,1383,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1076,19,18.0,20.0,0.0049,1384,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1077,19,18.0,20.0,0.0049,1385,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1078,19,18.0,20.0,0.0049,1386,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1079,19,18.0,24.0,0.0049,1387,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1080,19,18.0,24.0,0.0049,1388,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1081,19,18.0,24.0,0.0049,1389,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1082,19,18.0,24.0,0.0049,1390,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1083,19,18.0,24.0,0.0049,1391,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1084,19,18.0,20.0,0.0049,1392,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1085,19,18.0,20.0,0.0049,1393,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1086,19,18.0,20.0,0.0049,1394,0.348,2,-999,-999,0.0084,2,156,-999,106,56,7,4.4
1087,19,18.0,20.0,0.0049,1395,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1088,19,18.0,20.0,0.0049,1396,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1089,19,18.0,24.0,0.0049,1397,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1090,19,18.0,24.0,0.0049,1398,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1091,19,18.0,24.0,0.0049,1399,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1092,19,18.0,24.0,0.0049,1400,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1093,19,18.0,24.0,0.0049,1401,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1094,19,18.0,24.0,0.0049,1402,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1095,19,18.0,24.0,0.0049,1403,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1096,19,18.0,20.0,0.0049,1404,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1097,19,18.0,20.0,0.0049,1405,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1098,19,18.0,20.0,0.0049,1406,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1099,19,18.0,20.0,0.0049,1407,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1100,19,18.0,20.0,0.0049,1408,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1101,19,18.0,24.0,0.0049,1409,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1102,19,18.0,24.0,0.0049,1410,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1103,19,18.0,24.0,0.0049,1411,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1104,19,18.0,24.0,0.0049,1412,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1105,19,18.0,24.0,0.0049,1413,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1106,19,18.0,20.0,0.0049,1414,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1107,19,18.0,20.0,0.0049,1415,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
1108,19,18.0,20.0,0.0049,1416,0.348,2,-999,-999,0.0084,2,157,-999,107,57,7,5.6
